"","state","city","density","freq","reg","hireg","ld"
"1","Alabama","Abbeville",63,2,"1",0,4.14313472639153
"2","Alabama","Adamsville",66,9,"1",0,4.18965474202643
"3","Alabama","Alabaster",509,4,"1",0,6.23244801655052
"4","Alabama","Alberta",62.7,1,"1",0,4.13836144763888
"5","Alabama","Albertville",311,18,"1",0,5.73979291217923
"6","Alabama","Alexander City",134,24,"1",0,4.89783979995091
"7","Alabama","Alexandria",121.9,1,"1",0,4.80320103648723
"8","Alabama","Aliceville",197,2,"1",0,5.28320372873799
"9","Alabama","Andalusia",172,9,"1",0,5.14749447681345
"10","Alabama","Anderson",82,1,"1",0,4.40671924726425
"11","Alabama","Anniston",184,62,"1",0,5.21493575760899
"12","Alabama","Arab",241,16,"1",0,5.48479693349065
"13","Alabama","Ariton",56,3,"1",0,4.02535169073515
"14","Alabama","Ashford",131,2,"1",0,4.87519732320115
"15","Alabama","Ashland",101,1,"1",0,4.61512051684126
"16","Alabama","Ashville",46,2,"1",0,3.8286413964891
"17","Alabama","Athens",248,57,"1",0,5.51342874616498
"18","Alabama","Atmore",174,14,"1",0,5.15905529921453
"19","Alabama","Attalla",322,3,"1",0,5.77455154554441
"20","Alabama","Auburn",419,51,"1",0,6.03787091992214
"21","Alabama","Autaugaville",42,5,"1",0,3.73766961828337
"22","Alabama","Axis",99.6,1,"1",0,4.60116216459055
"23","Alabama","Baileyton",45,1,"1",0,3.80666248977032
"24","Alabama","Bay Minette",205,12,"1",0,5.32300997913841
"25","Alabama","Bayou La Batre",128,1,"1",0,4.85203026391962
"26","Alabama","Bessemer",251,95,"1",0,5.52545293913178
"27","Alabama","Billingsley",40,1,"1",0,3.68887945411394
"28","Alabama","Birmingham",557,976,"1",0,6.32256523992728
"29","Alabama","Blountsville",118,6,"1",0,4.77068462446567
"30","Alabama","Boaz",256,6,"1",0,5.54517744447956
"31","Alabama","Boligee",29,1,"1",0,3.36729582998647
"32","Alabama","Bon Air",32,1,"1",0,3.46573590279973
"33","Alabama","Booth",56.4,1,"1",0,4.03246915850401
"34","Alabama","Brantley",97,3,"1",0,4.57471097850338
"35","Alabama","Brent",213,3,"1",0,5.36129216570943
"36","Alabama","Brewton",180,6,"1",0,5.19295685089021
"37","Alabama","Bridgeport",206,1,"1",0,5.32787616878958
"38","Alabama","Brighton",764,5,"1",0,6.63856778916652
"39","Alabama","Brookside",80,1,"1",0,4.38202663467388
"40","Alabama","Brookwood",85,1,"1",0,4.44265125649032
"41","Alabama","Brundidge",77,4,"1",0,4.34380542185368
"42","Alabama","Bucks",17.4,1,"1",0,2.85647020622048
"43","Alabama","Butler",120,2,"1",0,4.78749174278205
"44","Alabama","Calera",224,7,"1",0,5.41164605185504
"45","Alabama","Calhoun",15.8,1,"1",0,2.76000994003292
"46","Alabama","Calvert",79.2,1,"1",0,4.37197629882038
"47","Alabama","Camden",170,2,"1",0,5.13579843705026
"48","Alabama","Camp Hill",41,1,"1",0,3.71357206670431
"49","Alabama","Carbon Hill",135,1,"1",0,4.90527477843843
"50","Alabama","Carrollton",181,1,"1",0,5.19849703126583
"51","Alabama","Cedar Bluff",136,2,"1",0,4.91265488573605
"52","Alabama","Center Point",1015,8,"1",0,6.92264389147589
"53","Alabama","Centre",118,2,"1",0,4.77068462446567
"54","Alabama","Centreville",109,3,"1",0,4.69134788222914
"55","Alabama","Chancellor",35.7,2,"1",0,3.57515068878559
"56","Alabama","Chelsea",220,3,"1",0,5.39362754635236
"57","Alabama","Cherokee",175,4,"1",0,5.16478597392351
"58","Alabama","Chickasaw",531,1,"1",0,6.27476202124194
"59","Alabama","Childersburg",153,3,"1",0,5.03043792139244
"60","Alabama","Chunchula",44.2,1,"1",0,3.78872478908365
"61","Alabama","Citronelle",58,7,"1",0,4.06044301054642
"62","Alabama","Clanton",147,13,"1",0,4.99043258677874
"63","Alabama","Clay",373,1,"1",0,5.92157841964382
"64","Alabama","Clayton",163,1,"1",0,5.09375020080676
"65","Alabama","Cleveland",64,1,"1",0,4.15888308335967
"66","Alabama","Clio",56,1,"1",0,4.02535169073515
"67","Alabama","Cloverdale",26.9,1,"1",0,3.29212628660779
"68","Alabama","Coaling",127,1,"1",0,4.84418708645859
"69","Alabama","Collinsville",194,2,"1",0,5.26785815906333
"70","Alabama","Columbia",71,1,"1",0,4.26267987704132
"71","Alabama","Columbiana",103,4,"1",0,4.63472898822964
"72","Alabama","Coosada",70,1,"1",0,4.24849524204936
"73","Alabama","Cordova",129,1,"1",0,4.85981240436167
"74","Alabama","Cottondale",628.7,3,"1",0,6.44365419538902
"75","Alabama","Cottonwood",84,1,"1",0,4.43081679884331
"76","Alabama","Creola",54,1,"1",0,3.98898404656427
"77","Alabama","Crossville",85,4,"1",0,4.44265125649032
"78","Alabama","Cuba",28,2,"1",0,3.3322045101752
"79","Alabama","Cullman",306,15,"1",0,5.72358510195238
"80","Alabama","Cusseta",17,5,"1",0,2.83321334405622
"81","Alabama","Dadeville",75,8,"1",0,4.31748811353631
"82","Alabama","Daleville",140,2,"1",0,4.9416424226093
"83","Alabama","Daphne",608,8,"1",0,6.41017488196617
"84","Alabama","Deatsville",96,2,"1",0,4.56434819146784
"85","Alabama","Decatur",388,97,"1",0,5.96100533962327
"86","Alabama","Deer Park",16.2,1,"1",0,2.78501124223834
"87","Alabama","Delta",15.5,1,"1",0,2.7408400239252
"88","Alabama","Demopolis",149,9,"1",0,5.00394630594546
"89","Alabama","Detroit",65,1,"1",0,4.17438726989564
"90","Alabama","Dolomite",628,1,"1",0,6.4425401664682
"91","Alabama","Dora",98,5,"1",0,4.58496747867057
"92","Alabama","Dothan",293,84,"1",0,5.68017260901707
"93","Alabama","Double Springs",97,1,"1",0,4.57471097850338
"94","Alabama","Duncanville",52,1,"1",0,3.95124371858143
"95","Alabama","Eclectic",93,3,"1",0,4.53259949315326
"96","Alabama","Elba",97,3,"1",0,4.57471097850338
"97","Alabama","Elberta",96,4,"1",0,4.56434819146784
"98","Alabama","Elkmont",114,2,"1",0,4.7361984483945
"99","Alabama","Elmore",127,4,"1",0,4.84418708645859
"100","Alabama","Enterprise",356,27,"1",0,5.87493073085203
"101","Alabama","Ethelsville",49,1,"1",0,3.89182029811063
"102","Alabama","Eufaula",78,16,"1",0,4.35670882668959
"103","Alabama","Eutaw",86,4,"1",0,4.45434729625351
"104","Alabama","Evergreen",90,2,"1",0,4.49980967033027
"105","Alabama","Fairfield",1188,59,"1",0,7.08002649992259
"106","Alabama","Fairhope",580,10,"1",0,6.36302810354046
"107","Alabama","Falkville",127,3,"1",0,4.84418708645859
"108","Alabama","Five Points",52,1,"1",0,3.95124371858143
"109","Alabama","Flomaton",105,5,"1",0,4.65396035015752
"110","Alabama","Florala",70,3,"1",0,4.24849524204936
"111","Alabama","Florence",589,44,"1",0,6.37842618365159
"112","Alabama","Foley",221,14,"1",0,5.39816270151775
"113","Alabama","Forestdale",456.8,1,"1",0,6.1242456583418
"114","Alabama","Forkland",66,1,"1",0,4.18965474202643
"115","Alabama","Fort Deposit",80,1,"1",0,4.38202663467388
"116","Alabama","Fort Mitchell",46.6,5,"1",0,3.8416005411316
"117","Alabama","Fort Payne",96,6,"1",0,4.56434819146784
"118","Alabama","Franklin",11,1,"1",0,2.39789527279837
"119","Alabama","Fultondale",290,7,"1",0,5.66988092298052
"120","Alabama","Fyffe",89,4,"1",0,4.48863636973214
"121","Alabama","Gadsden",366,58,"1",0,5.90263333340137
"122","Alabama","Gallion",35.2,3,"1",0,3.56104608260405
"123","Alabama","Gardendale",233,4,"1",0,5.4510384535657
"124","Alabama","Gaylesville",159,1,"1",0,5.06890420222023
"125","Alabama","Geneva",106,2,"1",0,4.66343909411207
"126","Alabama","Georgiana",101,1,"1",0,4.61512051684126
"127","Alabama","Goodwater",79,3,"1",0,4.36944785246702
"128","Alabama","Gordo",195,1,"1",0,5.27299955856375
"129","Alabama","Gordon",39,1,"1",0,3.66356164612965
"130","Alabama","Grady",28.6,1,"1",0,3.35340671782581
"131","Alabama","Grand Bay",275.1,6,"1",0,5.61713466793053
"132","Alabama","Grant",190,1,"1",0,5.24702407216049
"133","Alabama","Graysville",47,4,"1",0,3.85014760171006
"134","Alabama","Greensboro",375,5,"1",0,5.92692602597041
"135","Alabama","Greenville",137,20,"1",0,4.91998092582813
"136","Alabama","Grove Hill",113,1,"1",0,4.72738781871234
"137","Alabama","Gulf Shores",167,10,"1",0,5.11799381241676
"138","Alabama","Guntersville",128,8,"1",0,4.85203026391962
"139","Alabama","Gurley",85,2,"1",0,4.44265125649032
"140","Alabama","Hamilton",67,5,"1",0,4.20469261939097
"141","Alabama","Hanceville",290,3,"1",0,5.66988092298052
"142","Alabama","Harpersville",31,1,"1",0,3.43398720448515
"143","Alabama","Hartford",160,2,"1",0,5.07517381523383
"144","Alabama","Hartselle",337,8,"1",0,5.82008293035236
"145","Alabama","Harvest",552.3,8,"1",0,6.31409137690714
"146","Alabama","Hayden",129,1,"1",0,4.85981240436167
"147","Alabama","Hayneville",170,3,"1",0,5.13579843705026
"148","Alabama","Hazel Green",226.2,8,"1",0,5.42141956368202
"149","Alabama","Headland",59,1,"1",0,4.07753744390572
"150","Alabama","Heflin",82,6,"1",0,4.40671924726425
"151","Alabama","Helena",353,4,"1",0,5.8664680569333
"152","Alabama","Henagar",40,3,"1",0,3.68887945411394
"153","Alabama","Highland Home",35.9,1,"1",0,3.58073729549423
"154","Alabama","Hillsboro",106,1,"1",0,4.66343909411207
"155","Alabama","Holly Pond",70,2,"1",0,4.24849524204936
"156","Alabama","Hollywood",41,2,"1",0,3.71357206670431
"157","Alabama","Homewood",1179,6,"1",0,7.07242190053737
"158","Alabama","Hoover",696,8,"1",0,6.54534966033442
"159","Alabama","Hueytown",303,2,"1",0,5.71373280550937
"160","Alabama","Huntsville",352,519,"1",0,5.8636311755981
"161","Alabama","Hurtsboro",216,1,"1",0,5.37527840768417
"162","Alabama","Ider",50,2,"1",0,3.91202300542815
"163","Alabama","Irondale",278,1,"1",0,5.62762111369064
"164","Alabama","Jackson",118,1,"1",0,4.77068462446567
"165","Alabama","Jacksonville",444,10,"1",0,6.09582456243222
"166","Alabama","Jasper",184,10,"1",0,5.21493575760899
"167","Alabama","Jemison",89,5,"1",0,4.48863636973214
"168","Alabama","Joppa",137.4,1,"1",0,4.92289637978825
"169","Alabama","Killen",185,7,"1",0,5.22035582507832
"170","Alabama","Kimberly",209,1,"1",0,5.34233425196481
"171","Alabama","Kinston",43,1,"1",0,3.76120011569356
"172","Alabama","Lafayette",128,2,"1",0,4.85203026391962
"173","Alabama","Lake View",423,1,"1",0,6.04737217904628
"174","Alabama","Lanett",387,5,"1",0,5.95842469302978
"175","Alabama","Langston",20,1,"1",0,2.99573227355399
"176","Alabama","Leeds",206,8,"1",0,5.32787616878958
"177","Alabama","Leesburg",61,1,"1",0,4.11087386417331
"178","Alabama","Leighton",277,5,"1",0,5.62401750618734
"179","Alabama","Lillian",353.2,1,"1",0,5.8670344687298
"180","Alabama","Lincoln",102,2,"1",0,4.62497281328427
"181","Alabama","Linden",208,1,"1",0,5.33753807970132
"182","Alabama","Lineville",97,1,"1",0,4.57471097850338
"183","Alabama","Lisman",73,3,"1",0,4.29045944114839
"184","Alabama","Livingston",180,1,"1",0,5.19295685089021
"185","Alabama","Loachapoka",67,1,"1",0,4.20469261939097
"186","Alabama","Locust Fork",120,1,"1",0,4.78749174278205
"187","Alabama","Louisville",65,2,"1",0,4.17438726989564
"188","Alabama","Lowndesboro",48,1,"1",0,3.87120101090789
"189","Alabama","Loxley",28,2,"1",0,3.3322045101752
"190","Alabama","Luverne",68,1,"1",0,4.21950770517611
"191","Alabama","Madison",637,39,"1",0,6.45676965557216
"192","Alabama","Magnolia Springs",345,1,"1",0,5.84354441703136
"193","Alabama","Marion",121,3,"1",0,4.79579054559674
"194","Alabama","Marion Junction",25.3,1,"1",0,3.23080439573347
"195","Alabama","Mentone",30,1,"1",0,3.40119738166216
"196","Alabama","Meridianville",497.7,3,"1",0,6.20999748586451
"197","Alabama","Midfield",740,1,"1",0,6.60665018619822
"198","Alabama","Midland City",150,2,"1",0,5.01063529409626
"199","Alabama","Midway",54,1,"1",0,3.98898404656427
"200","Alabama","Millbrook",461,17,"1",0,6.13339804299665
"201","Alabama","Mobile",526,561,"1",0,6.26530121273771
"202","Alabama","Monroeville",171,3,"1",0,5.14166355650266
"203","Alabama","Montevallo",205,3,"1",0,5.32300997913841
"204","Alabama","Montgomery",481,483,"1",0,6.17586727010576
"205","Alabama","Moody",204,2,"1",0,5.31811999384422
"206","Alabama","Morris",251,3,"1",0,5.52545293913178
"207","Alabama","Moulton",209,4,"1",0,5.34233425196481
"208","Alabama","Moundville",205,4,"1",0,5.32300997913841
"209","Alabama","Mount Olive",196.8,5,"1",0,5.28218798461815
"210","Alabama","Mount Vernon",105,2,"1",0,4.65396035015752
"211","Alabama","Mountain Brook",613,2,"1",0,6.41836493593621
"212","Alabama","Mulga",489,7,"1",0,6.19236248947487
"213","Alabama","Munford",220,1,"1",0,5.39362754635236
"214","Alabama","Muscle Shoals",327,10,"1",0,5.78996017089725
"215","Alabama","Nauvoo",81,1,"1",0,4.39444915467244
"216","Alabama","Nectar",72,1,"1",0,4.27666611901606
"217","Alabama","Needham",59,1,"1",0,4.07753744390572
"218","Alabama","New Brockton",56,2,"1",0,4.02535169073515
"219","Alabama","New Hope",126,1,"1",0,4.83628190695148
"220","Alabama","New Market",226.2,3,"1",0,5.42141956368202
"221","Alabama","Northport",578,12,"1",0,6.35957386867238
"222","Alabama","Notasulga",23,2,"1",0,3.13549421592915
"223","Alabama","Oakman",91,1,"1",0,4.51085950651685
"224","Alabama","Odenville",103,3,"1",0,4.63472898822964
"225","Alabama","Ohatchee",75,2,"1",0,4.31748811353631
"226","Alabama","Oneonta",162,1,"1",0,5.08759633523238
"227","Alabama","Opelika",195,64,"1",0,5.27299955856375
"228","Alabama","Opp",105,6,"1",0,4.65396035015752
"229","Alabama","Orange Beach",158,1,"1",0,5.06259503302697
"230","Alabama","Orrville",66,3,"1",0,4.18965474202643
"231","Alabama","Owens Cross Roads",90,6,"1",0,4.49980967033027
"232","Alabama","Oxford",257,10,"1",0,5.54907608489522
"233","Alabama","Ozark",163,19,"1",0,5.09375020080676
"234","Alabama","Pelham",234,5,"1",0,5.4553211153577
"235","Alabama","Pell City",212,6,"1",0,5.35658627467201
"236","Alabama","Perdido",86.9,3,"1",0,4.46475803227135
"237","Alabama","Phenix City",499,50,"1",0,6.21260609575152
"238","Alabama","Phil Campbell",119,3,"1",0,4.77912349311153
"239","Alabama","Piedmont",181,6,"1",0,5.19849703126583
"240","Alabama","Pike Road",109,4,"1",0,4.69134788222914
"241","Alabama","Pine Hill",89,6,"1",0,4.48863636973214
"242","Alabama","Pinson",255,7,"1",0,5.54126354515843
"243","Alabama","Pisgah",56,2,"1",0,4.02535169073515
"244","Alabama","Pittsview",37.8,1,"1",0,3.63230910262554
"245","Alabama","Plantersville",62.8,2,"1",0,4.13995507347415
"246","Alabama","Pleasant Grove",394,8,"1",0,5.97635090929793
"247","Alabama","Prattville",405,32,"1",0,6.00388706710654
"248","Alabama","Prichard",331,15,"1",0,5.80211837537706
"249","Alabama","Ragland",38,1,"1",0,3.63758615972639
"250","Alabama","Rainbow City",144,6,"1",0,4.969813299576
"251","Alabama","Rainsville",94,1,"1",0,4.54329478227
"252","Alabama","Red Bay",122,3,"1",0,4.80402104473326
"253","Alabama","Robertsdale",431,7,"1",0,6.06610809010375
"254","Alabama","Rockford",52,1,"1",0,3.95124371858143
"255","Alabama","Rogersville",156,1,"1",0,5.04985600724954
"256","Alabama","Russellville",279,14,"1",0,5.63121178182137
"257","Alabama","Safford",6.9,2,"1",0,1.93152141160321
"258","Alabama","Salem",47.7,4,"1",0,3.8649313978943
"259","Alabama","Saraland",183,7,"1",0,5.20948615284142
"260","Alabama","Scottsboro",110,4,"1",0,4.70048036579242
"261","Alabama","Seale",92.9,2,"1",0,4.53152364581979
"262","Alabama","Selma",513,132,"1",0,6.24027584517077
"263","Alabama","Semmes",185,11,"1",0,5.22035582507832
"264","Alabama","Sheffield",541,8,"1",0,6.29341927884648
"265","Alabama","Silverhill",273,2,"1",0,5.60947179518496
"266","Alabama","Slocomb",78,2,"1",0,4.35670882668959
"267","Alabama","Smiths Station",302,5,"1",0,5.71042701737487
"268","Alabama","Somerville",101,3,"1",0,4.61512051684126
"269","Alabama","Spanish Fort",110,5,"1",0,4.70048036579242
"270","Alabama","Springville",183,1,"1",0,5.20948615284142
"271","Alabama","Steele",61,2,"1",0,4.11087386417331
"272","Alabama","Sterrett",114.1,2,"1",0,4.73707525686803
"273","Alabama","Stevenson",98,3,"1",0,4.58496747867057
"274","Alabama","Stockton",35,2,"1",0,3.55534806148941
"275","Alabama","Sumiton",175,1,"1",0,5.16478597392351
"276","Alabama","Summerdale",53,3,"1",0,3.97029191355212
"277","Alabama","Sylacauga",233,9,"1",0,5.4510384535657
"278","Alabama","Sylvania",82,1,"1",0,4.40671924726425
"279","Alabama","Talladega",233,22,"1",0,5.4510384535657
"280","Alabama","Tallassee",167,7,"1",0,5.11799381241676
"281","Alabama","Tanner",305.5,1,"1",0,5.72194977861165
"282","Alabama","Tarrant",377,5,"1",0,5.93224518744801
"283","Alabama","Theodore",236.5,19,"1",0,5.46594820793199
"284","Alabama","Trafford",99,1,"1",0,4.59511985013459
"285","Alabama","Trinity",189,1,"1",0,5.24174701505964
"286","Alabama","Troy",260,30,"1",0,5.56068163101553
"287","Alabama","Trussville",252,10,"1",0,5.52942908751142
"288","Alabama","Tuscaloosa",628,220,"1",0,6.4425401664682
"289","Alabama","Tuscumbia",351,10,"1",0,5.86078622346587
"290","Alabama","Tuskegee",204,20,"1",0,5.31811999384422
"291","Alabama","Union Grove",54,2,"1",0,3.98898404656427
"292","Alabama","Union Springs",206,16,"1",0,5.32787616878958
"293","Alabama","Uniontown",59,3,"1",0,4.07753744390572
"294","Alabama","Valley",305,12,"1",0,5.72031177660741
"295","Alabama","Valley Head",61,3,"1",0,4.11087386417331
"296","Alabama","Vance",61,1,"1",0,4.11087386417331
"297","Alabama","Vernon",123,2,"1",0,4.81218435537242
"298","Alabama","Vestavia Hills",669,1,"1",0,6.50578406012823
"299","Alabama","Vincent",40,1,"1",0,3.68887945411394
"300","Alabama","Wallsboro",56.1,1,"1",0,4.02713581252865
"301","Alabama","Ward",15.6,2,"1",0,2.74727091425549
"302","Alabama","Warrior",126,10,"1",0,4.83628190695148
"303","Alabama","Wedowee",88,2,"1",0,4.47733681447821
"304","Alabama","Wetumpka",296,7,"1",0,5.69035945432406
"305","Alabama","Wilmer",76.8,6,"1",0,4.34120464015363
"306","Alabama","Wilsonville",74,2,"1",0,4.30406509320417
"307","Alabama","Winfield",98,1,"1",0,4.58496747867057
"308","Alabama","Woodville",41,1,"1",0,3.71357206670431
"309","Alabama","York",128,6,"1",0,4.85203026391962
"310","Alaska","Akiachak",202,1,"1",0,5.30826769740121
"311","Alaska","Akiak",79,1,"1",0,4.36944785246702
"312","Alaska","Alakanuk",9,3,"1",0,2.19722457733622
"313","Alaska","Aleknagik",3,1,"1",0,1.09861228866811
"314","Alaska","Allakaket",4,1,"1",0,1.38629436111989
"315","Alaska","Ambler",9,3,"1",0,2.19722457733622
"316","Alaska","Anchor Point",59.1,9,"1",0,4.07923092441205
"317","Alaska","Anchorage",66,469,"1",0,4.18965474202643
"318","Alaska","Aniak",33,5,"1",0,3.49650756146648
"319","Alaska","Anvik",3,1,"1",0,1.09861228866811
"320","Alaska","Beaver",40.3,2,"1",0,3.69635146895264
"321","Alaska","Bethel",56,11,"1",0,4.02535169073515
"322","Alaska","Big Lake",16,5,"1",0,2.77258872223978
"323","Alaska","Buckland",192,2,"1",0,5.25749537202778
"324","Alaska","Butte",109.1,1,"1",0,4.69226489283902
"325","Alaska","Cantwell",0.3,3,"1",0,-1.20397280432594
"326","Alaska","Chalkyitsik",61.7,1,"1",0,4.12228393091134
"327","Alaska","Chevak",361,1,"1",0,5.88887795833288
"328","Alaska","Chignik",3,1,"1",0,1.09861228866811
"329","Alaska","Chitina",3,2,"1",0,1.09861228866811
"330","Alaska","Chugiak",91.2,6,"1",0,4.51305489708029
"331","Alaska","Circle",8.9,1,"1",0,2.18605127673809
"332","Alaska","Clarks Point",7,1,"1",0,1.94591014905531
"333","Alaska","Coffman Cove",6,1,"1",0,1.79175946922805
"334","Alaska","Coldfoot",5.6,1,"1",0,1.7227665977411
"335","Alaska","Copper Center",28.2,1,"1",0,3.33932197794407
"336","Alaska","Crooked Creek",9,2,"1",0,2.19722457733622
"337","Alaska","Delta Junction",23,7,"1",0,3.13549421592915
"338","Alaska","Dillingham",27,7,"1",0,3.29583686600433
"339","Alaska","Douglas",2510.6,2,"1",0,7.82827704738411
"340","Alaska","Eagle",36,1,"1",0,3.58351893845611
"341","Alaska","Eagle River",823.7,16,"1",0,6.7138063859472
"342","Alaska","Eek",184,1,"1",0,5.21493575760899
"343","Alaska","Egegik",1,2,"1",0,0
"344","Alaska","Ekwok",3,1,"1",0,1.09861228866811
"345","Alaska","Elfin Cove",31.9,1,"1",0,3.4626060097908
"346","Alaska","Elim",49,3,"1",0,3.89182029811063
"347","Alaska","Emmonak",64,7,"1",0,4.15888308335967
"348","Alaska","Excursion Inlet",2.7,1,"1",0,0.993251773010283
"349","Alaska","Fairbanks",384,217,"1",0,5.95064255258773
"350","Alaska","Gambell",25,1,"1",0,3.2188758248682
"351","Alaska","Girdwood",5.7,3,"1",0,1.7404661748405
"352","Alaska","Glennallen",18,1,"1",0,2.89037175789616
"353","Alaska","Haines",360.1,4,"1",0,5.88638177065483
"354","Alaska","Happy Valley",31,1,"1",0,3.43398720448515
"355","Alaska","Healy",1.1,3,"1",0,0.0953101798043249
"356","Alaska","Homer",159,2,"1",0,5.06890420222023
"357","Alaska","Hoonah",50,1,"1",0,3.91202300542815
"358","Alaska","Hooper Bay",62,3,"1",0,4.12713438504509
"359","Alaska","Hope",23.7,1,"1",0,3.16547504814109
"360","Alaska","Houston",37,3,"1",0,3.61091791264422
"361","Alaska","Hydaburg",533,1,"1",0,6.27852142416584
"362","Alaska","Iliamna",1.2,1,"1",0,0.182321556793955
"363","Alaska","Ivanof Bay",0.6,1,"1",0,-0.510825623765991
"364","Alaska","Juneau",4,97,"1",0,1.38629436111989
"365","Alaska","Kake",28,3,"1",0,3.3322045101752
"366","Alaska","Kalskag",25,1,"1",0,3.2188758248682
"367","Alaska","Kasilof",32.8,8,"1",0,3.4904285153901
"368","Alaska","Kenai",103,6,"1",0,4.63472898822964
"369","Alaska","Ketchikan",849,16,"1",0,6.74405918631135
"370","Alaska","Kiana",676,2,"1",0,6.51619307604296
"371","Alaska","Kipnuk",740.3,3,"1",0,6.60705550944905
"372","Alaska","Klawock",436,4,"1",0,6.07764224334903
"373","Alaska","Kobuk",3,1,"1",0,1.09861228866811
"374","Alaska","Kodiak",591,17,"1",0,6.3818160174061
"375","Alaska","Kongiganak",171.1,1,"1",0,5.14224818089815
"376","Alaska","Kotlik",83,1,"1",0,4.4188406077966
"377","Alaska","Kotzebue",51,2,"1",0,3.93182563272433
"378","Alaska","Kwethluk",28,1,"1",0,3.3322045101752
"379","Alaska","Lower Kalskag",95,3,"1",0,4.55387689160054
"380","Alaska","Manokotak",4,2,"1",0,1.38629436111989
"381","Alaska","Marshall",43,2,"1",0,3.76120011569356
"382","Alaska","Moose Pass",24.9,1,"1",0,3.21486780347066
"383","Alaska","Mountain Village",79,2,"1",0,4.36944785246702
"384","Alaska","Naknek",30.4,1,"1",0,3.41444260841218
"385","Alaska","Napakiak",61,2,"1",0,4.11087386417331
"386","Alaska","Nenana",23,3,"1",0,3.13549421592915
"387","Alaska","New Stuyahok",5,2,"1",0,1.6094379124341
"388","Alaska","Newtok",0.7,1,"1",0,-0.356674943938732
"389","Alaska","Nikiski",25.9,11,"1",0,3.25424296870549
"390","Alaska","Ninilchik",24.3,5,"1",0,3.1904763503465
"391","Alaska","Nome",115,2,"1",0,4.74493212836325
"392","Alaska","Noorvik",314,1,"1",0,5.74939298590825
"393","Alaska","North Pole",198,31,"1",0,5.28826703069454
"394","Alaska","Northway",2.7,1,"1",0,0.993251773010283
"395","Alaska","Nunam Iqua",6,1,"1",0,1.79175946922805
"396","Alaska","Palmer",549,31,"1",0,6.30809844150953
"397","Alaska","Perryville",2.7,1,"1",0,0.993251773010283
"398","Alaska","Petersburg",1381.2,1,"1",0,7.23070796551584
"399","Alaska","Pilot Station",147,3,"1",0,4.99043258677874
"401","Alaska","Prudhoe Bay",9.9,1,"1",0,2.29253475714054
"402","Alaska","Selawik",140,3,"1",0,4.9416424226093
"403","Alaska","Seward",78,11,"1",0,4.35670882668959
"404","Alaska","Shaktoolik",95,1,"1",0,4.55387689160054
"405","Alaska","Shishmaref",105,1,"1",0,4.65396035015752
"406","Alaska","Shungnak",12,1,"1",0,2.484906649788
"407","Alaska","Sitka",1,3,"1",0,0
"409","Alaska","Soldotna",258,20,"1",0,5.55295958492162
"410","Alaska","Stebbins",6,1,"1",0,1.79175946922805
"411","Alaska","Sterling",88.2,6,"1",0,4.47960696301275
"412","Alaska","Stevens Village",48.3,1,"1",0,3.87743156065853
"413","Alaska","Sutton",55.8,3,"1",0,4.02177386938726
"414","Alaska","Talkeetna",195.2,1,"1",0,5.27402467397899
"415","Alaska","Tanacross",0.5,1,"1",0,-0.693147180559945
"416","Alaska","Tanana",9,3,"1",0,2.19722457733622
"417","Alaska","Tazlina",17.7,1,"1",0,2.87356463957978
"418","Alaska","Thorne Bay",7,4,"1",0,1.94591014905531
"419","Alaska","Togiak",7,4,"1",0,1.94591014905531
"420","Alaska","Tok",65.3,10,"1",0,4.17899203628239
"421","Alaska","Trapper Creek",1,2,"1",0,0
"422","Alaska","Tuluksak",112.3,3,"1",0,4.7211738617444
"423","Alaska","Tununak",349.4,2,"1",0,5.85621739769996
"424","Alaska","Tyonek",131.7,1,"1",0,4.88052660874924
"425","Alaska","Unalakleet",92,2,"1",0,4.52178857704904
"426","Alaska","Unalaska",16,1,"1",0,2.77258872223978
"427","Alaska","Valdez",7,1,"1",0,1.94591014905531
"428","Alaska","Venetie",38.5,1,"1",0,3.65065824129374
"429","Alaska","Wasilla",316,114,"1",0,5.75574221358691
"430","Alaska","White Mountain",42,1,"1",0,3.73766961828337
"431","Alaska","Willow",3.1,8,"1",0,1.1314021114911
"432","Arizona","Ajo",465.4,1,"1",0,6.14289725086819
"433","Arizona","Amado",134.3,2,"1",0,4.90007610352919
"434","Arizona","Apache Junction",446,13,"1",0,6.10031895202006
"435","Arizona","Arivaca",17.5,2,"1",0,2.86220088092947
"436","Arizona","Arizona City",1314.9,1,"1",0,7.18151589609287
"437","Arizona","Arlington",6.3,1,"1",0,1.84054963339749
"438","Arizona","Ash Fork",1.1,1,"1",0,0.0953101798043249
"439","Arizona","Avondale",716,29,"1",0,6.57368016696065
"440","Arizona","Benson",44,3,"1",0,3.78418963391826
"441","Arizona","Bisbee",388,3,"1",0,5.96100533962327
"442","Arizona","Black Canyon City",219.4,1,"1",0,5.39089654784113
"443","Arizona","Buckeye",67,16,"1",0,4.20469261939097
"444","Arizona","Bullhead City",261,7,"1",0,5.56452040732269
"445","Arizona","Camp Verde",100,5,"1",0,4.60517018598809
"446","Arizona","Casa Grande",194,16,"1",0,5.26785815906333
"447","Arizona","Cave Creek",57,2,"1",0,4.04305126783455
"448","Arizona","Chandler",1506,38,"1",0,7.31721240835984
"449","Arizona","Chino Valley",71,3,"1",0,4.26267987704132
"450","Arizona","Clarkdale",160,1,"1",0,5.07517381523383
"451","Arizona","Cochise",44.6,1,"1",0,3.79773385902602
